,Id,rest_name,Tag
759,760,Pizzaa79,queenmargheritapizza onioncheesepizza maharajasupremeburger sweetcornpizza chocobrownie capsicumpizza pizza italian fastfood desserts beverages sector81 faridabad
760,761,Amritsari Kitchen, northindian rolls sector63 noida
761,762,Goli Vada Pav No. 1,makkaipalakvadapav paneervadapav crunchyroll cheesevadapao misalpav periperifries streetfood beverages sector18 noida
762,763,Spring - Radisson Blu Dwarka,dinnerbuffet deserts fish breads drinks dalmakhani continental northindian beverages radissonblu sector13 dwarka newdelhi
763,764,Kebabs and Curries Company by Dilli Dil Se,matkachicken butterpaneermasala soyamalaichaap lacchaparantha afghanichicken kebabs northindian mughlai chinese kebab vasantkunj newdelhi
764,765,Masala Fusion Delight,chickenseekhmasala tawachicken chicken65 chole soyachaap rumaliroti northindian mughlai rolls biryani sohnaroad gurgaon
765,766,Scorpio Cafe,spicychickensandwich chillipotato pastas whitesaucepasta chickenburger burgers chinese fastfood pizza burger sandwich mayurviharphase2 newdelhi
766,767,Chinese Garage,classicchillipaneer vegetabledimsums schezwannoodles chickendrumsticks dimsums chillichickendry chinese momos asian eastofkailash newdelhi
767,768,Cafe Pasticcino,lasagna alfredopasta chips pizzas salad shakes cafe fastfood healthyfood sandwich modernindian italian rolls beverages dlfphase1 gurgaon
768,769,Mon Delice,chocofudgebrownie hazelnutpastry tiramisupastry croissant cookies chocolatecake fastfood beverages desserts baanisquare sector50 gurgaon
769,770,FewBucks,manchurianballs matarpaneer masalachaap chillichickendry jeerarice eggcurry chinese northindian fastfood sushantshoppingarcade sushantlok gurgaon gurgaon
770,771,Sandwich Factory,signaturebruschetta jumbofocacciaburger chocolatecroissant paninisandwich classicburger burrito sandwich fastfood beverages mexican desserts mayurviharphase2 newdelhi
771,772,Tandoori Knights,chickenlegfry mushroommatar chickentangri hakkanoddles vegrolls boondiraita northindian chinese sector11 faridabad
772,773,The Waffee,chocolatechipwaffle perifries waffles hotcoffee hotchocolate maggi desserts fastfood beverages vivekvihar newdelhi
773,774,Rozaana,bedmipoori gajarhalwa panneerbuttermasala idli paobhaji sambhar northindian chinese southindian fastfood sector63 noida
774,775,Bakes N Berries,ferrerorochercake blueberrypastry egglesscake chocotruffle cakes pastries bakery southcity2 gurgaon
775,776,Snack Adda,paneerpizza noodle tandoorimomos paneerlababdar springroll starter northindian chinese fastfood beverages sector45 noida
776,777,Lip Lock,kashmiridumaloo honeychillipotatoes noodle springroll tandooriroti manchurian northindian chinese mughlai sector71 noida
777,778,iHf Delite Punjabi,afghanchicken deluxethali butterroti chillypaneer vegbiryani paneerbuttermasala northindian rolls mughlai fastfood dlfphase3 gurgaon
778,779,The Streat,mushroomcheeseomelette sauteedvegetables malaisoyachaap oreoshake dal naan northindian chinese fastfood dlfphase2 gurgaon
779,780,Devkinandan,deluxethali specialthali afghanichaap paobhaji kheer lassi northindian chinese southindian fastfood beverages sector18 noida
780,781,Dilli BC,soyatikkaroll missirotis bhattichicken daldhaba paneerlababadar tawachaapmasala northindian mughlai biryani rolls sector72 noida
781,782,Sirf Biryani,kolkatachickenbiryani muttonbiriyani chaap meat sauce biryani northindian rodeodrive sector49 gurgaon gurgaon
782,783,Nirvana Restaurant,bhindikurkure rajmarice chickenrara rajmachawal chickentikkamasala tandooriplatter northindian mughlai dlfcybercity gurgaon
783,784,Mango Chutney,butterpaneer malaisoyachaap malaikofta vegthali tandoorichicken paneertikka northindian mughlai rolls malviyanagar newdelhi
784,785,Nikashee,kungpaochicken manchowsoup soups honeychillipotatoes chillypaneer chillychicken chinese thai malviyanagar newdelhi
785,786,Mad 4 Bar B Que,tandoorichaap chickensoup chillipotatoes tawachicken paneerbuttermasala hakkanoodles mughlai northindian chinese rolls biryani momos sector29 faridabad
786,787,Railway Yard,cigarroll matkichicken chillimushroom butterpaneer maggie whitesaucepasta northindian chinese mughlai fastfood beverages gujranwalatown newdelhi
787,788,China Garden,aromatichoneychicken soyawinefish sapochicken hakkachowmein datepancakes crispylotusstem chinese mblockmarket greaterkailash2(gk2) newdelhi
788,789,Pizza Exp 24/7, pizza fastfood beverages sector54 gurgaon
789,790,Ganesh Restaurant,eggpakora fishpakoda tandoorichickentikka chickenafghani fishfry chickenfry northindian mughlai rolls karolbagh newdelhi
790,791,Yangkiez - Momos & More,wheatmomo friedchickenwings manchuriannoodles chickenmomo springrolls chillipotato chinese momos baanisquare sector50 gurgaon
791,792,Pema's,slicedpork tingmo chickenmomo vegmomos chickenfriedrice soups chinese asian naga tibetan momos malviyanagar newdelhi
792,793,Sushiya,maki californiaroll sashimi misosoup sushirolls salmonsushi sushi rolls japanese selectcitywalkmall saket newdelhi
793,794,Burger Point,maharajasupremeburger cheesesandwich wraps vegburger sandwiches frenchfries fastfood burger beverages sector15 gurgaon
794,795,Dramz,chocolatepie kiwidrink orangemojito datenight stuffedmushrooms wine continental italian european asian mehrauli newdelhi
795,796,The Sky High, continental northindian mughlai italian ansalplazamall khelgaonmarg newdelhi
796,797,Clue, fingerfood northindian continental chinese mughlai beverages punjabibagh newdelhi
797,798,The Wine Company, modernindian italian european cyberhub dlfcybercity gurgaon
798,799,Ghoomar Traditional Thali Restaurant, rajasthani northindian connaughtplace newdelhi
799,800,Limitless Cookhouse & Bar, northindian mughlai fastfood chinese ansalplazamall khelgaonmarg newdelhi
800,801,The Dineroom, northindian chinese continental desserts beverages punjabibagh newdelhi
801,802,RYU Bar,euphoricnightlifeexperiencewitharooftopbarandpan-asianandorientaldining chinese thai asian barfood desserts 32ndavenue nh8 gurgaon gurgaon
802,803,Kylin Experience,re-inventedwithluxuriousambience newscrumptiouspanasiandishesandexcitingcocktailsonthemenu. asian chinese thai japanese malaysian vietnamese ambiencemall vasantkunj newdelhi
803,804,Qubitos - The Terrace Cafe, thai european mexican northindian chinese rajourigarden newdelhi
804,805,Catalyst Gastrobar, northindian european chinese fastfood tex-mex continental italian beverages sector16 faridabad
805,806,G2 Cafe, asian continental italian northindian pizza anandvihar newdelhi
806,807,The Forestta,friedicecream murghmalaitikka vegsweetcornsoup vegspringrolls drumsofheaven chickenmanchowsoup northindian chinese italian sector54 gurgaon
807,808,Unlocked - Bar.Kitchen.Escape Room,arestaurantofferingauniquediningexperiencewithauthenticeuropeandishes acollectionofboardgamesandanescaperoom. european american italian continental desserts beverages 32ndavenue nh8 gurgaon gurgaon
808,809,Noire - Live Kitchen, continental italian desserts fastfood beverages mblockmarket greaterkailash2(gk2) newdelhi
809,810,Cafe Hawkers, northindian fastfood chinese italian mexican beverages desserts connaughtplace newdelhi
810,811,Invitation,paneerbirbali tomatosoup butterchicken dalmakhani kadhaipaneer shahipaneer northindian mughlai chinese ashokviharphase2 newdelhi
811,812,Seoul Restaurant, japanese korean beverages ansalplazamall khelgaonmarg newdelhi
812,813,Cafe Soul Garden,chickenthaicurry icedlemontea pizzaalleverdure veggiedelight stroganoff chickenshawarama cafe continental italian pizza dlfphase4 gurgaon
813,814,Mr Ohashi, asian sushi chinese japanese momos thai sector14 faridabad
814,815,#3BROS, continental chinese northindian mughlai thai italian beverages sector63 noida
815,816,Kwality, northindian mughlai fastfood desserts beverages connaughtplace newdelhi
816,817,The Bar Company, chinese northindian continental italian gardensgalleria sector38noida noida
817,818,Pindi, northindian mughlai chinese beverages pandararoadmarket newdelhi
818,819,"Sorrento - Shangri-La's - Eros Hotel, New Delhi", continental italian pizza seafood shangri-la's-eroshotel connaughtplace newdelhi
819,820,Guftagu Cafe,chickencrostini blackberrymojito buttermaggi perifries masalatea hotcoffee cafe continental italian dlfphase2 gurgaon
820,821,Duty Free | Vayu Bar, continental mexican northindian pasta asian mughlai pizza sector29 gurgaon
821,822,Mala-Akbari, northindian mughlai sector15 gurgaon
822,823,"Shang Palace - Shangri-La's - Eros Hotel, New Delhi", asian beverages seafood shangri-la's-eroshotel connaughtplace newdelhi
823,824,Mosaic - Crowne Plaza, italian continental northindian asian desserts beverages crowneplazahotel rohini newdelhi
824,825,Cha Bar,passionfruiticetea cardamomtea buntikki earlgreytea rosetea smokedchickenpasta cafe fastfood desserts biryani italian sandwich connaughtplace newdelhi
825,826,Baba's,lemonmushroom bababutterchicken reshmichicken harimirchparatha masalacola tangdichicken northindian mughlai kebab golfcourseroad gurgaon
826,827,The Colony Bistro, continental northindian chinese fastfood beverages amarcolony newdelhi
827,828,Epic Restro Bar, northindian chinese fastfood beverages hauzkhasvillage newdelhi
828,829,Foresta Bistro And Cafe, cafe northindian mughlai italian continental champagali saket newdelhi
829,830,Krua Thai, asian thai golfcourseextension gurgaon
830,831,By the Bay, northindian italian chinese barfood delhiuniversity-gtbnagar newdelhi
831,832,Black Club+Café,serviceisgreat averagesizedportions ambiencewassupercool sanitisedservice excellentlocation fantasticdecoration northindian italian fastfood gaurcity1 greaternoida
832,833,360° -  The Oberoi,greatfordates worththeprice hospitality greatservice decor ambiance italian continental northindian mediterranean theoberoi dr.zakirhussainmarg newdelhi
833,834,Tesoro Mio,familyplacewithcosyambianceandgoodcontinentalfood continental chinese italian fastfood northindian mughlai tex-mex beverages preetvihar newdelhi
834,835,Little Attock,slow-cookedincopperutensils unprocessedseasonalingredients andtraditionalpracticesofundividedindia makeforanimmersivefoodexperienceofaslowlifesowecanagainrelivethejoysofnutritious healthy andgratifyingfood. modernindian continental streetfood desserts beverages okhlaphase3 newdelhi
835,836,Not Just Paranthas,panpizzaparantha sharabiparantha churchurparatha amritsariparantha muttonparantha dalparantha northindian kebab beverages mughlai cyberhub dlfcybercity gurgaon
836,837,3B's -  Country Inn & Suites, continental chinese northindian beverages countryinn&suitesbycarlson sahibabad ghaziabad
837,838,Dhaba - A Punjabi Theme,murghrara fishplatter palakpanner tangdikabab authenticpunjabifood mushroommasala northindian chinese kebab rajourigarden newdelhi
838,839,Cayenne The House Of Spice, northindian chinese sector63 noida
839,840,Plats,familycrowd elaboratemenu goodmusic amazingfood amazingplace customizablefood european fastfood beverages bakery malviyanagar newdelhi
840,841,Aatithyam,outsideseating southindianfood weekendbrunch elaboratemenu portionsize wonderfulpresentation southindian northindian chinese hajipur noida
841,842,Masala Art - Taj Palace,getacomplimentarynight earnupto50%ofspendsaspointsat250+restaurants&muchmore.knowmore northindian mughlai tajpalace chanakyapuri newdelhi
842,843,The Himalayan Kitchen, tibetan asian nepalese chinese mblockmarket greaterkailash2(gk2) newdelhi
843,844,Kalaakaar - The Melodramatic Cafe, northindian chinese pizza momos rolls desserts beverages rajourigarden newdelhi
844,845,Rajdhani,strawberryhalwa misiroti kersangri rajasthanithaali gujaratithali dalbaati gujarati rajasthani northindian connaughtplace newdelhi
845,846,Pizza Studio, pizza fastfood laxminagar newdelhi
846,847,Mitra Da Dhaba,afghanichaap panneerbuttermasala chanamasala daalmakhni soyachaap shahipaneer northindian chinese westpatelnagar newdelhi
847,848,The Nerdy Indian Cafe, asian continental northindian beverages champagali saket newdelhi
848,849,Elation, northindian european italian fingerfood chinese greaterkailash1(gk1) newdelhi
849,850,Churchill's Cafe, continental chinese northindian italian beverages sector21 dwarka newdelhi
850,851,Elan - The Lodhi,cappuccino buffet dessert dalmakhni pasta breads northindian continental italian salad thelodhi lodhiroad newdelhi
851,852,Chawla's Tandoori Junction,rajmamasala tawachaap chickenmalaitikka tandoorichicken springroll garlicnaan northindian mughlai chinese biryani karkardooma newdelhi
852,853,Capital Kitchen - Taj Palace,getacomplimentarynight earnupto50%ofspendsaspointsat250+restaurants&muchmore.knowmore northindian european asian tajpalace chanakyapuri newdelhi
853,854,TGI Fridays, american tex-mex italian mexican continental beverages dlfpromenademall vasantkunj newdelhi
854,855,The Brewhouse - Radisson Gurugram Sohna Road City Center, barfood asian northindian continental desserts beverages radissongurugramsohnaroadcitycenter sohnaroad gurgaon
855,856,World Cafe - Vibe By The LaLiT Traveller,panneerbuttermasala buffet mocktails dalmakhni pasta starters northindian continental chinese fastfood beverages desserts vibebythelalittraveller mathuraroad faridabad
856,857,Gaon, northindian bihari biryani rajasthani malviyanagar newdelhi
857,858,San Gimignano - The Imperial, italian theimperial janpath newdelhi
858,859,Sandhouse Café,chocomilkshake nuttycaramelshake gardenpizza periperifries mocha onionrings continental pizza burger fastfood beverages 32ndavenue nh8 gurgaon gurgaon
859,860,Honey & Dough, bakery desserts fastfood beverages italian coffee malviyanagar newdelhi
860,861,Rebound Cafe And Lounge,sanitisedservice beststaff servedquickly fantasticdecoration cleanandhygienicplace veryaffordable northindian continental chinese mughlai rajnagar ghaziabad
861,862,Cafe Me Diner, northindian italian chinese momos thai continental janakpuri newdelhi
862,863,Nizam's Kathi Kabab,kadakchickentikka nimbupani kathirolls seekhroll firni chickenroll northindian mughlai rolls beverages connaughtplace newdelhi
863,864,Dough & Cream,cleanandhygienicplace servedquickly beststaff sanitisedservice decoration greatvegoptions bakery fastfood beverages desserts subhashnagar newdelhi
864,865,Poker Face, northindian chinese continental sector21 dwarka newdelhi
865,866,Mystique Melange, northindian mughlai chinese continental kebab ashokviharphase2 newdelhi
866,867,Kaleva,kesarjalebi paneerpakora kalakand dhokla rasmalai rajkachori mithai fastfood streetfood northindian golemarket newdelhi
867,868,Punjab Junction,afghanibbqchicken mushroommasala kurkuremomo muttonhandi chillipotatoes tandoorimomos northindian mughlai chinese fastfood beverages biryani rolls oldrailwayroad gurgaon
