,Restaurant_Name,Category,Locality,Known_For2,Id
63,Vapour Bar Exchange,"Continental, Italian, American, North Indian"," Sohna Road, Gurgaon",,64
64,Kiara Soul Kitchen,"Asian, North Indian, Oriental, Desserts, Juices, Beverages"," M Block Market, Greater Kailash 2 (GK2), New Delhi",,65
65,The Yellow Chilli,"North Indian, Mughlai, Chinese, Beverages, Desserts, Kebab"," Sector 110, Noida","Shyam Savera, Lalla Mussa Dal, Kurkuri Bhindi, Paneer Taka Tak, Dahi Kabab, Chilli Garlic Noodles",66
66,Mahabelly,"Kerala, South Indian, Seafood, Biryani"," DLF Avenue, Saket, New Delhi","Chicken Varattiyathu, Sweet Coconut Dosa, Mango Prawn Curry, Kothu Porotta, Pork Roast, Egg Appam",67
67,The Piano Man Jazz Club,"Finger Food, Mexican, American, Italian, Asian, Beverages"," Safdarjung, New Delhi",Balcony seating arrangement with live band perfomances,68
68,You Mee,"Japanese, Sushi, Asian, Chinese, Thai, Beverages"," Greater Kailash 2 (GK2), New Delhi","Matcha Cheesecake, Spider Roll, New Zealand Lamb Chops, Chicken Sushi, Chicken Gyoza, Sushi Platter",69
69,Delhi Club House,"North Indian, Continental, Asian"," Sangam Courtyard, RK Puram, New Delhi","Dak Bunglow Chicken Roast, Trifle Pudding, Amritsari Chhole, Chicken Cutlets, Apple Crumble, Galouti Kebab",70
70,Wenger's Deli,"Fast Food, Desserts, Beverages, North Indian, Pizza"," Connaught Place, New Delhi","Peri Peri Veg Panini, Mocha Smoothie, Veg Bbq Burger, Crunchy Chocolate, Blueberry Blast, Continental Breakfast",71
71,Farmer's Basket At Pluck,"Chinese, European, North Indian"," Pullman New Delhi Aerocity, Aerocity, New Delhi",,72
72,The Pasta Bowl Company,"Italian, Fast Food, Pizza, Pasta"," Cross Point Mall, DLF Phase 4, Gurgaon","Tortellini Puttanesca, Parma Ham Salad, Chicken Breast Sandwich, Spinach Ravioli, Ravioli Pasta, Orange Mojito",73
73,Chor Bizarre,"North Indian, Mughlai, Beverages"," Pandara Road Market, New Delhi","Khatte Baigan, Kashmiri Phirni, Tabakh Maaz, Dahi Batata Puri, Palak Patta Chat, Kulfi",74
74,Honk - Pullman New Delhi Aerocity,"Japanese, Chinese, Thai, Beverages"," Pullman New Delhi Aerocity, Aerocity, New Delhi",,75
75,Sakley's The Mountain Cafe,"Cafe, Italian, Fast Food"," DLF Galleria, DLF Phase 4, Gurgaon",,76
76,Cafe Diaries,"Cafe, Continental, Italian, Chinese, Mexican, Fast Food, Desserts, Beverages"," Satyaniketan, New Delhi",,77
77,Nando's,"Portuguese, Roast Chicken, Burger, Wraps, Salad"," Ambience Mall, DLF Phase 3, Gurgaon","Grill Chicken, Peri Peri Chicken, Hummus Pita, Peri Peri Sauce, Cheesecake, Chocolate Cake",78
78,Cafe Parmesan,"Italian, Pizza, Beverages"," Sector 15, Faridabad","Bacon Panini, Chocolate Torte, Belgian Choco Shake, Veg Panini, Ravioli, Chicken Lasagna",79
79,Nona's Kitchen,"North Indian, Mughlai, Rolls, Chinese, Kebab"," Supermart 1, DLF Phase 4, Gurgaon",,80
80,The Great Kabab Factory - Radisson Blu Plaza Delhi Airport,"North Indian, Mughlai, Kebab, Biryani, Desserts, Beverages"," Radisson Blu Plaza Delhi Airport, Mahipalpur, New Delhi","Set Menu, Dals, Galouti Kebab, Jalebi, Kababs, Kulfi",81
81,Wafflesome,"Desserts, Beverages"," Greater Kailash 1 (GK1), New Delhi","Brownie Nutella Waffles, Choco Waffle, Mango Waffle, Banana Toffee, Ice Cream Strawberry, Strawberry Waffle",82
82,Green House - The Beer Garden,"Continental, Tex-Mex, Mediterranean, North Indian, Asian"," Eros City Square Mall, Sector 49, Gurgaon, Gurgaon","Herbed Potato Wedges, Veg Ceaser Salad, Cheese Corn Nuggets, Spaghetti Bolognese, Wheat Beer, Chocolate Lava Cake",83
83,Big Wong,"Asian, Thai, Sushi, Poké, Chinese"," Sector 110, Noida",Assorted range of authentic Pan Asian food served in a cozy setting,84
84,La Pino'z Pizza,"Italian, Fast Food, Beverages, Desserts"," Raheja Mall, Sohna Road, Gurgaon",,85
85,The Hook,"Seafood, Continental, North Indian"," Sector 29, Gurgaon","Rusty Nail, Liit Cocktail, Soya Masala Chaap, Butter Garlic Prawns, Brewed Beer, Sea Food",86
86,Rahul Eggs,"Fast Food, Healthy Food, Street Food, North Indian"," Lawrence Road, New Delhi","Tandoori Jalandhari, Chicken Jalandhari, Eggs, Omelette",87
87,"Colocal ""The Cacao Artisans""","Cafe, Desserts, Continental, Coffee, Italian, Beverages"," Chhatarpur, New Delhi","Zucchini Fries, Garden Salad, Veg Tacos, Hot Chocolate, Bruschetta, Sangria",88
88,Farzi Cafe,"Mughlai, Finger Food, North Indian, Beverages"," Connaught Place, New Delhi",Modernized presentation of dishes with an elegant decor,89
89,The Drunken Botanist,"Continental, Italian, North Indian, Chinese"," Cyber Hub, DLF Cyber City, Gurgaon",,90
90,Jamun,"North Indian, Mughlai, Fast Food, Beverages"," Lodhi Colony, New Delhi",,91
91,Anardana: Modern Kitchen & Bar,"North Indian, Italian, Chinese, Beverages, Biryani, Mughlai, Kebab"," Karkardooma, New Delhi",,92
92,38 Barracks,"Finger Food, North Indian, Italian, Chinese, Continental, Pizza, Desserts, Beverages"," Connaught Place, New Delhi",,93
93,Rooh,"Modern Indian, Continental, Desserts"," Mehrauli, New Delhi",,94
94,Sly Granny,"Continental, American, Italian, European, Mexican, Desserts"," Khan Market, New Delhi","Biscuits and Gravy, Barley Salad, Tamarind Chicken, Lamb Bolognaise, Babaganush, Apple Crumble",95
95,Tamra - Shangri-La's - Eros Hotel,"North Indian, Continental, European, Asian, American, Desserts, Beverages"," Shangri-La's - Eros Hotel, Connaught Place, New Delhi",,96
96,Padmanabham,"South Indian, North Indian, Beverages, Desserts"," Janpath, New Delhi",,97
97,Manhattan Bar & Brewery,"Finger Food, American, Continental, North Indian, Italian, Beverages"," Global Foyer Mall, Golf Course Road, Gurgaon","Kiwi Blast, Brewed Wheat Beer, Chocolate Pan, Draft Beer, Garlic Bread with Cheese, Sev Puri",98
98,Brewocrat - Brewery Skybar & Kitchen,"Finger Food, Continental, Mediterranean, Italian, Asian"," Elements One Mall, Sector 49, Gurgaon",,99
99,Monkey Bar,"Pizza, Burger, Continental, Chinese, Fast Food, Beverages"," Vasant Kunj, New Delhi",Terrace Seating Ambiance And Good Range Of Alcohol - Below 25 years of age not allowed after 6 pm,100
100,Station Bar,"Chinese, Continental, North Indian, Mughlai, Fast Food, Beverages"," Connaught Place, New Delhi",,101
101,Rajinder Da Dhaba,"North Indian, Chinese, Mughlai"," Safdarjung, New Delhi","Makhmali Fish, Veg Malai Tikka, Gaulauti Kebab, Satay Chicken, Chicken Kalmi, Paneer Malai",102
102,The Imperial Spice,"North Indian, Continental, Mughlai, Street Food, Fast Food, Beverages"," Connaught Place, New Delhi",,103
103,The Turkey Project,"Cafe, Italian, American, Beverages"," Defence Colony, New Delhi",,104
104,ABB - Andrea's Bar & Brasserie,"Italian, Asian, European, Sushi, Thai, Salad, Pizza, Beverages"," Khan Market, New Delhi","Avocado Roll, Chocolate Dome, New Zealand Lamb Chops, Roasted Vegetables, Kafir Lime, New York Cheesecake",105
105,Spectra - The Leela Ambience,"North Indian, Continental, Oriental, Desserts, Beverages"," The Leela Ambience, DLF Phase 3, Gurgaon",,106
106,Perch Wine & Coffee Bar,"Beverages, European, Continental"," Khan Market, New Delhi","Double Chocolate Mousse, Coffee Bar, Potato Gnocchi, Mango Sorbet, Mulled Wine, Chicken Sub",107
107,Andhra Bhavan,"South Indian, Andhra"," Feroze Shah Road, New Delhi","Breakfast Thali, Unlimited Veg Thali, Sweet Pan, South Indian Meals, Gun Powder, Chicken Fry",108
108,BlackJack,"Fast Food, Beverages"," Punjabi Bagh, New Delhi","Spicy Cheesy Fries, Chocolate Ice Cream Shake, Chicken Juicy Burger, Nuttela Shake, Feta Cheese Salad, Cheesecake Shake",109
109,Jamie's Italian,"Italian, Pizza, Pasta, Desserts, Beverages"," Ambience Mall, Vasant Kunj, New Delhi",,110
110,Moonshine,"Finger Food, Continental, North Indian, Chinese"," Hauz Khas, New Delhi",,111
111,Bell Pepperz,"Chinese, Italian, North Indian, Kebab"," Ashok Vihar Phase 2, New Delhi",,112
112,Doodle's Garden,"North Indian, Continental, Asian, Beverages"," Punjabi Bagh, New Delhi",,113
113,Triveni Terrace Cafe,"Street Food, Desserts, Beverages"," Mandi House, New Delhi","Masala Cheese Toast, Coconut Curry Chicken, Pohaa, Ragi Idli, Paalak Patta Chaat, Gun Powder Idli",114
114,Mamagoto,"Asian, Chinese, Sushi, Desserts"," Select Citywalk Mall, Saket, New Delhi","Spicy Calamari, Spicy Bangkok Bowl, Kiwi Mint Cooler, Nutella Crunch, Spicy Ramen, Rock Shrimp Tempura",115
115,Lakhori - Haveli Dharampura,"Mughlai, Street Food, Kebab"," Chandni Chowk, New Delhi",Fly kites at the rooftop of Haveli Dharampura along with a lavish 3 course High Tea. It is breathtakingly beautiful to look at the sky covered with colorful kites from the Haveli rooftop...Read More,116
116,The Potbelly,"Bihari, Fast Food, Beverages"," Chanakyapuri, New Delhi","Dalpitti, Maithili Thali, Pudina Chicken Pulao, Tomato Chokha, Bhojpuri Thali, Madhubani Thali",117
117,SodaBottleOpenerWala,"Parsi, North Indian, Rolls, Street Food, Desserts, Beverages"," Khan Market, New Delhi","Parsi delicacies, Bombay street food, and Parsi themed ambiance",118
118,Al Nawaz Restaurant,"Mughlai, North Indian, Biryani, Kebab"," Jasola, New Delhi",,119
119,Open Tap,"Finger Food, North Indian, Chinese, Italian, Bar Food"," Sector 49, Gurgaon","Hunan Spicy Chicken, Tawa Mutton, Tandoori Non Veg Platter, Wheat Beer, Brewed Beer, Beers",120
120,64/6 -  Country Inn & Suites,"North Indian, Chinese, Thai, Continental"," Country Inn & Suites by Carlson, Sahibabad, Ghaziabad",,121
121,Punjab Grill,"North Indian, Mughlai, Biryani, Kebab, Desserts"," Pacific Mall, Tagore Garden, New Delhi","Veg Kurkuri, Meat Punjab Grill, Saag Gosht, Pan Shots, Murg Lababdar, Authentic Punjabi Food",122
122,Getafix,"American, Cafe, Healthy Food, Salad, Beverages, Italian, Desserts"," Cross Point Mall, DLF Phase 4, Gurgaon",,123
123,Ziu,"Asian, Thai, Chinese, Sushi, Japanese, Momos"," Sangam Courtyard, RK Puram, New Delhi",,124
124,AnnaMaya - Andaz Delhi,"North Indian, European, Beverages, Desserts"," Andaz Delhi, Aerocity, New Delhi",,125
125,Open Tap,"Bar Food, Oriental, Continental, Fast Food, North Indian, Beverages"," Sector 29, Gurgaon","Craft Beer, Brewed Beer, Dark Beer, Hot Wings, Beers, Mixed Sauce Pasta",126
126,Ricos,"Cafe, American, Italian, Mexican"," Delhi University-GTB Nagar, New Delhi","Virgin Sangria Pitcher, Roller Coaster Shake, Waffle Sunday, Apple Pie Shake, Chicken Chips, Cottage Cheese Fingers",127
127,The Reader's Cafe,"Cafe, Italian, Fast Food, Beverages, Desserts"," Indirapuram Habitat Centre, Indirapuram, Ghaziabad",,128
128,Pinch Of Spice,"North Indian, Chinese, Kebab, Mughlai, Italian"," Rajouri Garden, New Delhi",,129
129,Phonebooth Reloaded,"North Indian, Italian, Mexican, Continental"," Delhi University-GTB Nagar, New Delhi","Basil Roll, Volcano Pizza, Iced Lemon Tea, Blueberry Mojito, Stroganoff, Changezi Chicken",130
130,Kofuku,"Japanese, Asian, Sushi, Korean"," Ansal Plaza Mall, Khel Gaon Marg, New Delhi","We are happy to announce the amelioration of delectable Japanese Sunday Brunch with a wide spread of authentic Japanese delicacies including Soups, Salads, Sushi, Appetisers, Main course &...Read More",131
131,Tama Brewery & World Kitchen,"Fast Food, Chinese, Mughlai, North Indian, Beverages"," Sector 16, Faridabad","Hefeweizen, Brewed Wheat Beer, Thai Spring Roll, Fried Chicken Wings, Iced Peach Tea, Blueberry Cheese Cake",132
132,Theobroma,"Desserts, Bakery, Beverages"," Connaught Place, New Delhi","Devils Mousse Cake, Opium Pastry, Millionaire Brownie, Cookie Brownie, Overload Brownie, Cake in a Jar",133
133,Tonino,"Italian, Pizza, Pasta, Salad, Beverages"," MG Road, New Delhi","Chocolate Lasagne, Calamari, Ravioli, Date Night, Risotto, Tiramisu",134
134,Varq - The Taj Mahal Hotel,"Seafood, North Indian, Kebab"," The Taj Mahal Hotel, Mansingh Road, New Delhi","Get a complimentary night, earn up to 50% of spends as points at 250+ restaurants & much more. Know more",135
135,Feel Alive,"North Indian, Fast Food, Italian, Asian, Continental, Bar Food"," Sector 29, Gurgaon",,136
136,Punjabi Angithi,"North Indian, Chinese, Rolls, Fast Food, Momos"," Paschim Vihar, New Delhi","Bhuna Chaap Masala, Paneer Tikka Tandoori, Paneer Kurkure, Tawa Tikka Masala, Handi Paneer, Butter Garlic Noodles",137
137,Saundhee Potli,"Biryani, North Indian, Mughlai, Lucknowi, Kebab, Chinese, Rolls, Momos"," Indirapuram, Ghaziabad",,138
138,Raise The Bar Rooftop - Clarens Hotel,"European, Continental, Italian"," Clarens Hotel, Sector 29, Gurgaon, Gurgaon",,139
139,Dana Choga,"North Indian, Chinese, Mughlai"," Sector 14, Gurgaon",,140
140,Ji Memsaab - Indian Terrace Restaurant & Bar,"North Indian, Chinese, Mughlai, Continental, Asian, Italian, Beverages"," Eros City Square Mall, Sector 49, Gurgaon, Gurgaon","Paneer Tikka Pudina, Paneer Fritters, Tandoori Stuffed Mushroom, Dak Makhani, Rabri Faluda, Chicken 65",141
141,Karnataka Food Centre,"South Indian, Beverages"," R K Puram, New Delhi","Plain Masala Dosa, Mysore Pak, Sweet Pan, Filtered Coffee, Rava Kesari, Potato Filling",142
142,Kake Di Hatti,"North Indian, Beverages"," Chandni Chowk, New Delhi",Legendary North Indian restaurant in the heart of Old Delhi,143
143,Hawa Bar,"Fast Food, Italian, Chinese"," Sector 63, Noida",,144
144,Berco's,"Chinese, Thai, Asian, Beverages"," Hajipur, Noida","Shanghai Rice, Stir Fried Asian Greens, Black Pepper Paneer, Chilli Garlic Prawn, Chicken Honey, Spice Chicken",145
145,Crepe-fe,"Desserts, Fast Food, American, Beverages, Pizza, Ice Cream"," Ardee City, Gurgaon",,146
146,Mr. Crust Bakers,"Bakery, Burger, Fast Food, Beverages"," Vijay Nagar, New Delhi","Peach Pie, Veg Pattice, Fruit Pudding, Choco Chip Pastry, Makhani Pasta, Hazelnut Cold Coffee",147
147,The China Kitchen,"Chinese, Desserts"," Hyatt Regency, Bhikaji Cama Place, New Delhi","Peking Duck, Set Menu, Kung Pao Chicken, Dumplings, Dimsums, Soups",148
148,PCO,"Italian, Beverages, Fast Food, North Indian"," Vasant Vihar, New Delhi",,149
149,Decode Air Bar,"Modern Indian, Bar Food, Sushi, Italian, Asian"," Sector 29, Gurgaon","Pav Bhaji Cone, Beer Cocktail, Sauteed Vegetables, Chocolate Ball, Brewed Beer, Spicy Chicken",150
150,Giani's di Hatti,North Indian," Chandni Chowk, New Delhi","Rabri Falluda, Meethi Lassi, Chole Bhatoorey, Falooda, Fruit Cream, Rajma Chawal",151
151,Uptown Fresh Beer Cafe,"Finger Food, North Indian, Italian, European, Continental, Kebab, Momos"," DLF Galleria, DLF Phase 4, Gurgaon","Mozzarella Sticks, Wheat Beer, Lamb Chops, Beers, Pepperoni Pizza, Tiramisu",152
152,The Haven International Coffee House,"Cafe, Fast Food, Continental, Beverages, Desserts, Coffee"," Sector 72, Noida","Chicken Club Sandwiches, Coffees, Hot Chocolate, Latte, White Sauce Pasta, Brownie",153
153,Spago,Italian," Kasbah, Greater Kailash (GK) 1, New Delhi","Pasta Verdure, Feta Apple Salad, Bread Platter, Garlic Bread with Cheese, Tiramisu, Risotto",154
154,Cafe Amaretto,"Cafe, Italian, Continental, Bakery, Pizza, Desserts"," South Point Mall, Golf Course Road, Gurgaon",,155
155,Madrina,"North Indian, Chinese, Mughlai, Fast Food, Desserts"," Ashok Vihar Phase 2, New Delhi",,156
156,Naivedyam,South Indian," Hauz Khas Village, New Delhi","Kesari Bhath, Maharaja Dosa, Mysore Rava Masala Dosa, Dahi Idli, Rasam Papad, Ghee Roast Dosa",157
157,Friction The Drinkery,"Finger Food, North Indian, Continental, Thai, Italian, Chinese"," Sector 29, Gurgaon","Shahi Paneer Platter, Almond Shake, Tadka Maggi, Moscow Mule, Liit Cocktail, Veg Quesadillas",158
158,Little Saigon,Vietnamese," Hauz Khas, New Delhi","Banh Mi, Clear Broth, Vietnamese Coffee, Braised Pork, Pho, Ginger Chicken",159
159,Sugarama Patisserie,"Bakery, Desserts"," Shahpur Jat, New Delhi","Ferrero Rocher Pastry, Dulce De Leche, Triple Chocolate, Banana Bread, Macaroons, Mango Cheesecake",160
160,Fat Butterfly Bakery And Cafe,"Bakery, Cafe, Italian, Fast Food, Desserts"," Baani Square, Sector 50, Gurgaon",,161
161,DJ's Pizza & Pasta,"Pizza, Italian, Fast Food, Pasta"," Sector 56, Gurgaon","Smoked Chicken Pasta, Paneer Tikka Pizza, Stuffed Garlic Bread, Pastas, Pizzas, Margherita Pizza",162
162,Farmer's Kitchen,"North Indian, Kebab, Mughlai, Biryani, Seafood, Beverages"," DLF Phase 1, Gurgaon","Lamb Seekh, Tandoori Mushrooms, Falafel, Mezze Platter, Kheer, Hummus",163
163,Ice Pice,"Beverages, Ice Cream, Desserts"," MGF Metropolis Mall, MG Road, Gurgaon","Mango Shakes, Snicker Shake, Ice Cream Sundae, Monster Shake, Strawberry Milkshake, Chocolate Milkshake",164
164,Mad Batter,"Cafe, Italian, Continental, Tex-Mex, American"," Shopping Mall, DLF Phase 1, Gurgaon","Detox Smoothie, Tuna Sandwich, Succulent Chicken, Arabiata Pasta, Supreme Burger, Paneer Tikka Sandwich",165
165,Only Bar Restaurant,"Chinese, Fast Food, North Indian, Kebab"," Bhikaji Cama Place, New Delhi","Good Service, Ambience, Excellent Food, Great Value, Excellent Service, Very Good Restaurant",166
166,Molecule Air Bar,"North Indian, Asian, Beverages, Italian"," Green Park, New Delhi",,167
167,Diggin,"Continental, Cafe, Beverages, Desserts, Italian, Fast Food"," Chanakyapuri, New Delhi","Tuna Melt Sandwich, Veg Cannelloni, Chicken Crostini, Garden Burger, Lamb Lasagna, Apple Crumble Pie",168
168,Boa Village,"Asian, Japanese, Korean, Chinese, Momos, Thai"," Civil Lines, New Delhi","Chicken Tempura, Soya Nuggets, Banana Toffee, Bellini, Salmon Sushi, Tandoori Veg Platter",169
169,FIO Cookhouse and Bar,"European, Modern Indian, Italian, Desserts"," Epicuria Food Mall, Nehru Place, New Delhi",,170
170,The G.T. Road,"North Indian, Mughlai, Street Food, Chinese, Mithai, Beverages"," Connaught Place, New Delhi","Vegetable Kofta Curry, Tamatar Ka Shorba, Gur Ice Cream, Punjabi Rajma, Rice Kheer, Pinni",171
171,MKT,"Oriental, Mexican, Continental, North Indian, Mughlai, Middle Eastern, Desserts, Beverages"," Chanakya Mall, Chanakyapuri, New Delhi","Prawn Rolls, Grilled Chicken Steak, Guacamole, New York Cheesecake, Burrito, Ramen",172
172,Norenj Wine Dine & Fresh Beer Cafe,"Continental, North Indian, Chinese, Mughlai, Tex-Mex, Fast Food, Salad"," South City 2, Gurgaon",,173
173,The Salt Cafe Kitchen & Bar,"North Indian, Chinese, Continental, Fast Food"," Preet Vihar, New Delhi",,174
174,La Roca,"Turkish, Asian, Modern Indian, European, Beverages"," Worldmark 1, Aerocity, New Delhi",,175
175,Breakin' Brew,"North Indian, Asian, Continental, American, Italian, Desserts, Beverages"," Karkardooma, New Delhi",,176
176,The Sky Patio,"North Indian, Chinese, Italian, Beverages, Desserts"," Sector 81, Faridabad","Family Favorite, Ambiance and Music, Outside Seating, Live Singing, Customizable Dishes, Cleanliness",177
177,The Chatter House,"Finger Food, Italian, North Indian, Beverages"," Epicuria Food Mall, Nehru Place, New Delhi",,178
178,Liv Bar,"Italian, Continental, Beverages"," Worldmark 1, Aerocity, New Delhi",,179
179,Gastronomica Kitchen & Bar,"European, Asian, North Indian, Italian, Continental"," M Block Market, Greater Kailash 1 (GK1), New Delhi",,180
180,Ping's Café Orient,"Asian, Chinese, Thai"," Lodhi Colony, New Delhi",,181
181,Yeti - The Himalayan Kitchen,"Tibetan, Nepalese, Momos, Chinese, Beverages"," The Colonnade, Connaught Place, New Delhi",,182
182,Havemore,"North Indian, Mughlai, Beverages"," Pandara Road Market, New Delhi","Khasta Paratha, Butter Chicken and Naan, Soya Tikka Masala, Paneer Methi Malai, Makke Ki Roti, Masala Papad",183
183,The Barbeque Company,"North Indian, Chinese, BBQ, Mughlai"," Sector 29, Gurgaon",,184
184,High Bae,"Chinese, North Indian, Continental, Italian, Mughlai"," Satyaniketan, New Delhi",,185
185,Aslam Chicken,North Indian," Jama Masjid, New Delhi","Buttery Chicken, Tangdi Chicken, Butter Fish, Firni, Chicken Kebab, Roomali Roti",186
186,Time Machine,"North Indian, Continental, Chinese, Italian, Finger Food"," Gardens Galleria, Sector 38 Noida, Noida",,187
187,Walking Street,"Bar Food, Asian, North Indian, Continental"," Sector 29, Gurgaon",,188
188,I Sacked Newton,"North Indian, Continental, Chinese, Italian, Thai, Mughlai, Street Food, Desserts"," Logix City Centre, Sector 32, Noida, Noida",,189
189,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,"North Indian, Mughlai, Desserts, Seafood, Kebab, Biryani"," Connaught Place, New Delhi","Tandoori Fruit Chaat, Kurkure Mushroom, Butter Chicken and Naan, Chicken Pakora, Thandai, Ras Malai",190
190,Sattvik,"North Indian, Fast Food, Desserts"," Select Citywalk Mall, Saket, New Delhi",,191
191,Xero Degrees,"Cafe, Fast Food, Beverages, Desserts"," Connaught Place, New Delhi","Raspberry Cooler, Slider Burger, Chicken Peri Peri Fries, Red Velvet Milkshake, Chicken Slider, Fried Cheese",192
192,Biryani By Kilo,"Biryani, Hyderabadi, Mughlai, Kebab"," Connaught Place, New Delhi",,193
193,United Coffee House Rewind,"North Indian, European, Asian, Mediterranean, Desserts"," Cyber Hub, DLF Cyber City, Gurgaon",,194
